doc_id,countryname,party,manifesto_id,text,cmp_code,nostalgic_at_least_1,nostalgic_at_least_2,nostalgic_at_least_3,nostalgic_at_least_4,translation_at_least_1,translation_at_least_2,translation_at_least_3,translation_at_least_4,nostalgic_coder1,nostalgic_coder2,nostalgic_coder3,nostalgic_coder4,translation_coder1,translation_coder2,translation_coder3,translation_coder4,translation_agreement_coders,nostalgia_sum,nostalgia_sum_emb,nostalgia_emb,nostalgia_dictionary_emb,nostalgia_dictionary,nostalgia_agreement_coders
32320 1987-06-14 200,Italy,32320,32320 1987-06-14,"The Government Socialist-led, with the law on publishing, lays down new rules of freedom and competitiveness for the printing healed market, Italian.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11620 1991-09-15 131,Sweden,11620,11620 1991-09-15,Conservatives are the party of free universities.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22110 1998-05-06 800,Netherlands,22110,22110 1998-05-06,"The fifteen-year legacy cut back on social benefits, who are in a persistent and more people insoluble debt problem must be eliminated.",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0
88621 2012-10-14 377,Lithuania,88621,88621 2012-10-14,This is one of the largest investment growth rate over the entire history of independence.,410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
15111 2017-10-28 193,Iceland,15111,15111 2017-10-28,Labor market and verkalýðsmál,H,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
22526 2010-06-09 1094,Netherlands,22526,22526 2010-06-09,"Besides must be permanently employed in sectors where the Netherlands is traditionally strong: water, agriculture, as well as shipbuilding, inland and petrochemical industries.",408,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
51903 2017-06-08 316,United Kingdom,51903,51903 2017-06-08,We must ensure that the past cannot be rewritten.,601.1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,2
86422 2002-04-07 4345,Hungary,86422,86422 2002-04-07,or just want to return to higher education.,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
22210 1982-09-08 339,Netherlands,22210,22210 1982-09-08,Downsizing threatens women again saddled with traditional female duties as neighborly help and in the care of the sick and children.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
41113 1998-09-27 1062,Germany,41113,41113 1998-09-27,"We want to oppose the completely inadequate parental leave with a claim to a time account of three years, coupled with the right to return to work, an alternative",603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
83430 2015-03-01 1084,Estonia,83430,83430 2015-03-01,"further develop existing forms of cooperation between public authorities with civil society, including the legal requirements creates charity associations (charity) to operate (social entrepreneurship), and the support of private property, freedom of humanity by",606.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
11420 2018-09-09 214,Sweden,11420,11420 2018-09-09,Work against violent extremism must be strengthened.,605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21321 2010-06-13 143,Belgium,21321,21321 2010-06-13,"That means progress we make together thereby immediately jumps to service of the 21st century, with space for rehabilitation and integration of psychosocial services.",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
11620 2018-09-09 742,Sweden,11620,11620 2018-09-09,At the same time increased electricity demand greater demands for stable power generation and high transmission.,501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
42110 1994-10-09 177,Austria,42110,42110 1994-10-09,"Environmentally sound disposal, and especially the prevention of waste are crucial criteria in order from the waste of today is not the legacy of tomorrow ARE.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
21322 1991-11-24 839,Belgium,21322,21322 1991-11-24,#NAME?,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83611 2015-03-01 343,Estonia,83611,83611 2015-03-01,"According to the last population census in the last decade, the share of households with children in the Estonian society has decreased by 34% to 25%.",706,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1
88430 2008-10-12 78,Lithuania,88430,88430 2008-10-12,"developing or changing business legislation, mandatory, even before the project preparation, conduct business impact analysis,",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31220 1978-03-12 1373,France,31220,31220 1978-03-12,"The studies and research established at the request of the Government will be made available to parliamentarians, as well as records of general interest of the administration.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13420 1990-12-12 15,Denmark,13420,13420 1990-12-12,"The liberal ideas have passed the history test in the near future, we must shape the Europe in which Danish society is to function the next 20-30-40 years.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
14221 1987-03-16 553,Finland,14221,14221 1987-03-16,Kapitalism klavbinder människans mänskliga Science växt means that there utsugningen samt den människan of the Science of Nature samhälleliga olikvärdigheten then continues.,NA,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
12951 1993-09-13 437,Norway,12951,12951 1993-09-13,Progress will: - Downsize subsidies to pastoralism.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42110 2017-10-15 860,Austria,42110,42110 2017-10-15,The disadvantage of single parent is just as much as the gap between the fixed maximum period of child care benefits and the termination protection under Elternkarenz.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33420 2015-12-20 2797,Spain,33420,33420 2015-12-20,"and the power to leave in writing in advance by advance directive or living will, designating the people who represent us and our will to the case we can no longer make the decision for ourselves.",604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34210 2015-09-20 16,Greece,34210,34210 2015-09-20,and in the development phase in order to increase profits and improve their competitiveness.,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92435 2007-10-21 94,Poland,92435,92435 2007-10-21,There is no other way to rapid development and prosperity as a return to the idea of ​​freedom.,201,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3
80640 2017-03-26 14,Bulgaria,80640,80640 2017-03-26,Expansion of the already introduced a dual system of education / training in a real working environment and constant connection between theory and practice / by including more vocational schools;,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
41320 1972-11-19 200,Germany,41320,41320 1972-11-19,"Which so closely intertwined in the global economy, which relies on imports and exports, prices can stabilize a country like the Federal Republic only in constant interaction with the European Community and the world's major trading nations.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
13520 2001-11-20 605,Denmark,13520,13520 2001-11-20,years without that we prevent future generations from having access to the same quantity and quality.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
31625 1993-03-21 176,France,31625,31625 1993-03-21,"Worse, it's cut the French society of his seat as it seeks to strengthen a shaky balance is to deprive it of its memory when it doubt of his identity.",NA,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,2,1,1,0,1,1,2
92436 2011-10-09 328,Poland,92436,92436 2011-10-09,Only in 2007. Exports increased by 19.3%.,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35211 1999-10-10 85,Portugal,35211,35211 1999-10-10,This is the relevant fact and puts it directly into question the social choices of the past governments and the political scope of some measures taken however.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
22951 2017-03-15 1153,Netherlands,22951,22951 2017-03-15,Historically valuable buildings are not demolished.,502,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
42951 2013-09-29 693,Austria,42951,42951 2013-09-29,"The conservation, exploration, communication and presentation of cultural heritage in all areas of high and popular culture and contemporary art and cultural forms-is a significant task.",502,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
11220 1985-09-15 50,Sweden,11220,11220 1985-09-15,Crisis problems of society and the broad strata of the population has its roots in the capitalist power structure.,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
14820 2007-03-18 28,Finland,14820,14820 2007-03-18,Traditional Finnish model of society is seen as a strength and an opportunity in the future.,504,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
82320 2006-06-03 1003,Czech Republic,82320,82320 2006-06-03,"Czech food industry competitiveness on the European market, we will increase support for measures aimed at ensuring food safety.",703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35229 2005-02-20 223,Portugal,35229,35229 2005-02-20,"§ An adequate and transparent financial relationship between the state and the companies that provide highly public and social services, in particular, ensuring that the financial compensation due to them are entered in the state budget and match the services and responsibilities to them they are imposed.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51421 2015-05-07 1390,United Kingdom,51421,51421 2015-05-07,"Where possible, we would seek to do this on the same cross-party basis that achieved the construction of the Leveson scheme by the Royal Charter.",201,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14901 2003-03-16 53,Finland,14901,14901 2003-03-16,"We Archipelago Water eutrophication is mainly due to their own - in agriculture, housing, fish farms, industry and transport - inputs of nutrients.",NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
31521 1962-11-18 240,France,31521,31521 1962-11-18,Social Republican congressmen are in favor of French Algeria and consider it necessary to continue the war in Algeria.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83611 2015-03-01 342,Estonia,83611,83611 2015-03-01,"Therefore, it is also sünnitamisikka in or close to a small generation.",706,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,0,1,1,1,0,0
35311 2005-02-20 2566,Portugal,35311,35311 2005-02-20,the grouping of agricultural and forestry producers,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80330 2014-10-05 187,Bulgaria,80330,80330 2014-10-05,"Adopt a strategy for the development of Bulgarian culture, heritage, cultural tourism, which is to promote Bulgarian culture not only as an occasion for national pride and identity,",601.1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,4
41320 2013-09-22 2817,Germany,41320,41320 2013-09-22,and solidarity are also doing our basic values.,606,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34511 2009-10-04 206,Greece,34511,34511 2009-10-04,"We established since 2005, reduced military service lasting nine months for the older child of families with three children.",504,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
86221 2014-04-06 2160,Hungary,86221,86221 2014-04-06,"It has been divisive, even hostile relationship with the leading parties Hungarian border.",601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83611 2007-03-04 435,Estonia,83611,83611 2007-03-04,Support and facilitate networking between research institutions and industry knowledge to better use in higher value-added products and services.,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41952 2013-09-22 1383,Germany,41952,41952 2013-09-22,The costs are borne by health insurance.,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80221 2017-03-26 69,Bulgaria,80221,80221 2017-03-26,"Support for new energy technologies - use of electric vehicles, electricity storage and smart grids.",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34511 2004-03-07 2442,Greece,34511,34511 2004-03-07,H environment policy supplemented the protection of renewable natural resources and the rational use of non-renewable.,501,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
86221 2014-04-06 785,Hungary,86221,86221 2014-04-06,"If confidence is restored to the state, they need to open the opportunity to return who were forced into the state pension fund to rebuild the retirement savings purposes.",401,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,1
22526 2017-03-15 1302,Netherlands,22526,22526 2017-03-15,In the Netherlands we have a long tradition of consultation between employers and employees.,405,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,3
15328 2003-05-10 130,Iceland,15328,15328 2003-05-10,and costs much more than public service.,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82430 2017-10-21 1081,Czech Republic,82430,82430 2017-10-21,"Ensure long-term predictable and thus effectively financing the preservation of cultural heritage, which is one of the essential components of our identity and is also an important part of tourism development.",404,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,4
92435 2007-10-21 1116,Poland,92435,92435 2007-10-21,Reconciling tradition with modernity is a serious challenge.,502,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3
15450 2016-10-29 489,Iceland,15450,15450 2016-10-29,Looking to the effective integration of the first school levels.,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82710 2002-06-14 500,Czech Republic,82710,82710 2002-06-14,"organize a """"Nuremberg trial"""" with chiefs of communism, not because we are wreaking havoc, but because we all people, including those who have this system experienced, illuminate this bloody ideology and its tragic consequences, to ensure justice for the victims and warn future generations.",3053,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
82220 2006-06-03 194,Czech Republic,82220,82220 2006-06-03,Information technology is an integral part of life in the 21st century.,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
14810 1987-03-16 219,Finland,14810,14810 1987-03-16,Mankind needs peace and cooperation for peace achievement and preservation of the human race is the most urgent task.,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
31320 1988-06-05 141,France,31320,31320 1988-06-05,The failure is total since today the liberal right itself sees solutions to the dramatic situation it created in proposing the States to intervene again to restore order.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
41320 2002-09-22 1395,Germany,41320,41320 2002-09-22,"Therefore, we first created a legal basis for the private security sector.",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80630 2014-10-05 396,Bulgaria,80630,80630 2014-10-05,The EU must be competitive and be one of the decisive vote in determining global development.,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11620 2002-09-15 275,Sweden,11620,11620 2002-09-15,And there is an ever more rigid labor market that today is one of the main reasons why Sweden is falling behind other countries.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42320 1990-10-07 336,Austria,42320,42320 1990-10-07,"better organize the cooperation of the electricity companies, so do not continue to produce in the summer subsidiaries electricity from thermal power plants, while the Verbund electricity exported from hydropower abroad: Caloric electricity generation should only take place when the power is not enough hydroelectricity for Austria.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
83430 2015-03-01 698,Estonia,83430,83430 2015-03-01,"the establishment of the National Museum of Architecture-based foundation, which would apply in addition to the memory of the body to architecture, urbanism and design competence center",502,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,3
53520 2011-02-25 1311,Ireland,53520,53520 2011-02-25,"VAT Reform: The rise in the standard 21% rate of VAT committed to by this Government will be accompanied by a temporary (2-year) cut of at least 1.5% in the reduced 13.5% rate of VAT on labourintensive services (construction, hotels, restaurants, hairdressing, newspapers etc.), bringing it down to 12%.",409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31521 1962-11-18 292,France,31521,31521 1962-11-18,"discussions of December 14, 1951, pages 9143 and 9144 (polling # 474).",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13520 2001-11-20 286,Denmark,13520,13520 2001-11-20,It must be possible to change supplier within seven days.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41113 2009-09-27 1051,Germany,41113,41113 2009-09-27,We want to finance programs for energy efficiency of residential buildings in districts with a high proportion of low-income households and to replacing expensive and polluting power heaters.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34212 2015-09-20 2566,Greece,34212,34212 2015-09-20, New Law Framework Universities with democracy criteria akadimaikotitas and extroversion,506,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
21914 2003-05-18 1195,Belgium,21914,21914 2003-05-18,Politicians must now rubble of a mistake from the past policy and try some more order to bring the architectural chaos.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
51951 2001-06-07 548,United Kingdom,51951,51951 2001-06-07,"This Bill of Rights would be a Magna Carta for the twenty-first century, guaranteeing our independence and securing our democratic freedoms.",NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2
42420 1994-10-09 142,Austria,42420,42420 1994-10-09,"Just as our ancestors 150 years ago pulled against the absolutism of Metternich to war, we must now red concentration of power Vranitzky defy.",NA,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,3
82110 2006-06-03 1489,Czech Republic,82110,82110 2006-06-03,"The Green Party supports a fundamental change in the Civil Code, which must ensure the alignment of rights and obligations of owners and tenants, or is built into the law on rental housing.",605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51421 2015-05-07 1274,United Kingdom,51421,51421 2015-05-07,An Off-Gas-Grid Strategy to help rural areas benefit from new technologies.,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83611 2015-03-01 1054,Estonia,83611,83611 2015-03-01,Offenses must have proceeded within a reasonable period of time for all menetlusstaadiumides.,605.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
12620 1989-09-11 1051,Norway,12620,12620 1989-09-11,#NAME?,NA,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
80061 2014-10-05 217,Bulgaria,80061,80061 2014-10-05,MEDIA FREEDOM AND REGULATION,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33610 2004-03-14 2915,Spain,33610,33610 2004-03-14,"· We are committed to universal access to culture, conservation and enrichment of the historical, cultural and artistic heritage.",NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,4
35220 1991-10-06 519,Portugal,35220,35220 1991-10-06,"Improving the level and quality of living conditions of the people requires, according to the PCP, a democratic policy, a policy which implements in practice the social, economic and cultural rights of citizens, a policy that has as main objectives to ensure the right to work and to security and stability in employment, rising wage levels, decided to fight against injustices and social inequalities, the significant improvement of services and great social equipment (social security, health, education, housing and transport), the protection of the environment and heritage and the real and effective right to sport, culture and leisure.",NA,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2
12221 2005-09-12 1053,Norway,12221,12221 2005-09-12,SV will work to ensure that more kindergarten staff have pedagogical education.,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92435 2011-10-09 277,Poland,92435,92435 2011-10-09,"In the first announced competitions for young researchers submitted nearly 4 thousand applications, which represents more than half of all complex applications",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14222 1987-03-16 141,Finland,14222,14222 1987-03-16,"The national pensions are add-ons to be increased by FIM 300 a month, and the index returned to the mid-term review.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
97522 2008-09-21 1089,Slovenia,97522,97522 2008-09-21,"The tasks ahead of us in law (training regulations on the use of language), in education (learning the language, the creation of linguistic self-esteem), the development activities (formation of new terms for new phenomena) in scientific research and monitoring of the living language.",502,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
32520 1992-04-06 211,Italy,32520,32520 1992-04-06,LE traditional formulas insertion and connection with the labor market often in the recent past have fueled the guarantism g.,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1
31111 1997-05-25 119,France,31111,31111 1997-05-25,"Generation Ecology calls for a revolt of the citizens also have the right to know; how the fruit of the Nation of the work is spent, how public decisions were made.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
83410 2007-03-04 547,Estonia,83410,83410 2007-03-04,"We believe that every effort should be to support family farms, ancient headlines maintaining traditions and traditional values ​​of bearing the farmers.",703,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,0,4
41221 2002-09-22 28,Germany,41221,41221 2002-09-22,You do not mind the small step rather than the historic compromise.,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
32220 1979-06-03 638,Italy,32220,32220 1979-06-03,b) coordination with the interventions of professional training of regional expertise to ensure and facilitate entry into the labor market for those who come out during the course of studies or after graduation many wish to study at the intermediate professions.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42520 1999-10-03 834,Austria,42520,42520 1999-10-03,"In addition to a traditionally strong trading relationship between Austria and Eastern Europe,",107,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
92953 2001-09-23 61,Poland,92953,92953 2001-09-23,Also leave in Opole Wicekonsulatu Federal Republic of Germany.,301,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
22220 2010-06-09 666,Netherlands,22220,22220 2010-06-09,Overweight we reduce childhood.,504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
53320 2007-05-24 1350,Ireland,53320,53320 2007-05-24,"We have a terrible legacy of institutional and other abuse, with which our society must still cope,",706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
87041 2006-10-07 20,Latvia,87041,87041 2006-10-07,"Increasing the flow of passengers to 10 million in 2013 and in the future - up to 30 million,",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13210 1979-10-23 51,Denmark,13210,13210 1979-10-23,"Although the LO leadership continues to support nuclear power are many unions, traditionally social democratic controlled gone into work against.",NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
11620 2002-09-15 2,Sweden,11620,11620 2002-09-15,"Ultimately, this path of power over our lives, for every person's right to have shape their lives by their own efforts.",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34720 2012-05-06 162,Greece,34720,34720 2012-05-06,Stable National timeless educational and social education system.,506,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
97522 2014-07-13 2243,Slovenia,97522,97522 2014-07-13,"By streamlining, which will run in parallel we will shorten response times, avoid duplication of processes and excessive administration in implementing procedures.",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86221 2014-04-06 644,Hungary,86221,86221 2014-04-06,In addition to restoring this confidence,402,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,2
92436 2011-10-09 78,Poland,92436,92436 2011-10-09,"The impressive economic jump-civilization and re-countries-regions that are today in the forefront of Europe, where the mainstay of the economy was formerly AD-farming traditions (eg. Bavaria), would not be possible without modernization connection with attachment to traditional cultural and spiritual values,",603,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2,1,0,4
11220 1998-09-21 94,Sweden,11220,11220 1998-09-21,The responsibility for sick pay should lie with the insurance fund instead of the companies.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82320 2017-10-21 537,Czech Republic,82320,82320 2017-10-21,Thereby enhancing food self-sufficiency of the Czech Republic also in basic and traditional agricultural products.,601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
82110 2010-05-29 61,Czech Republic,82110,82110 2010-05-29,Another 600 million of annual revenues lottery companies should thus accrue to sports for children and adults in the Czech cities and municipalities and,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82413 2006-06-03 1422,Czech Republic,82413,82413 2006-06-03,Pøehodnotíme access to the system by Natura 2000.,501,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0
92210 2011-10-09 251,Poland,92210,92210 2011-10-09,even worse for the morale of police officers and other uniformed services affect government campaign concerning the reform of pensions uniformed and we called. rationalization of salaries of officers and soldiers.,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15450 2016-10-29 170,Iceland,15450,15450 2016-10-29,Resettlement wants to work systematically to eradicate the deeply rooted prejudices in society.,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
14820 2011-04-17 110,Finland,14820,14820 2011-04-17,"Finnish art, performing and not performing, has traditionally been much appreciated.",601,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,4
87062 2018-10-06 71,Latvia,87062,87062 2018-10-06,"c. Support diaspora returning Latvian, including children in education system",601.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
80510 2013-05-12 3168,Bulgaria,80510,80510 2013-05-12,"areas free wireless internet access,",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92436 2011-10-09 906,Poland,92436,92436 2011-10-09,"It is difficult at this point to say whether President Obama's visit to Poland was the only part of this game, or at least partially reflected the policy change.",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97522 2014-07-13 1710,Slovenia,97522,97522 2014-07-13,"For the protection of agricultural land, we will strive to maximize the preservation of their volume and with a great deal of responsibility for allowing the sealing only where the latter is reasonable and necessary.",703.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
86521 2006-04-09 865,Hungary,86521,86521 2006-04-09,"former capita funding for basic art education institutions must be returned, as many of these institutions are the only settlement plus educational opportunities for students.",506,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
21321 1985-10-13 1959,Belgium,21321,21321 1985-10-13,The legislation on the preservation of cultural heritage should be adequate participation built for stakeholders.,NA,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,1,1,1,4
33220 1996-03-03 4730,Spain,33220,33220 1996-03-03,We propose the following measures: 1.,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88621 2008-10-12 3656,Lithuania,88621,88621 2008-10-12,We plan view aaudito and accreditation bodies function in their integration.,303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
